text,category,char_length,word_count
"Some cash was withdrawn in the app, but I did not do it.",cash_withdrawal_not_recognised,56,13
How can I change my address?,edit_personal_details,28,6
How do I know which payments I make will have additional fees? Where can I find this information online?,card_payment_fee_charged,104,19
Can you help me process a refund?,request_refund,33,7
How do I activate my card so I can start using it?,activate_my_card,50,12
Show me where I can see the PIN?,get_physical_card,32,8
Can you deliver the PIN separately?,get_physical_card,35,6
Can I get money out of any machine?,atm_support,35,8
Will any ATM's decline my card?,atm_support,31,6
I bought something that I need a refund for.,request_refund,44,9
How do i receive a physical card?,order_physical_card,33,7
When I went to withdraw cash today the ATM gave me the wrong amount of cash. The app is showing a larger amount.,wrong_amount_of_cash_received,112,23
"So, my transfer is showing as pending, when will it actually go through?",pending_transfer,72,13
"This is frustrating, I'm at work and my transfers are not going through. I keep getting an error message, I do not have time for this.",beneficiary_not_allowed,134,26
Will you charge me more if I use a European bank card for a top up?,top_up_by_card_charge,67,16
The app declined my top up. What did I do wrong?,top_up_reverted,48,11
Why is there a fee associated with card use?,card_payment_fee_charged,44,9
I just got an error message saying my transfer is not possible? Why is that? I've transferred money before and it worked without problem,beneficiary_not_allowed,136,24
"How long does the ""pending"" period of a transfer take?",pending_transfer,54,10
"I know there's money in my account, why did my account decline me?",declined_card_payment,66,13
"I tried to top off using the card, but the money just disappeared?",topping_up_by_card,66,13
"Hey a seller just contacted me that my money didn't come through. It was definitely deducted from my account, but now it appears it's back with me! Sort this out asap please.",reverted_card_payment?,174,32
The ATM did not give me my card back?,card_swallowed,37,9
Why do the top-ups need to be verified?,verify_top_up,39,8
I just had my card get declined at the ATM! I need to get money out but I am unable to. Why has this happened?,declined_cash_withdrawal,110,25
Can someone else use my account if they have my phone? I lost mine.,lost_or_stolen_phone,67,14
I'd like to open an account for my kids can I do that?,age_limit,54,13
How can I find an ATM that accepts this card?,atm_support,45,10
When will my payment go through?,pending_card_payment,32,6
I need to cancel a purchase that I made the other day.,request_refund,54,12
Are you available in my country?,country_support,32,6
How long do deposits take to appear? I've been waiting for more than a week and need the money!,balance_not_updated_after_cheque_or_cash_deposit,95,19
How simple is it to transfer money into my account?,transfer_into_account,51,10
What am I going to need in order to activate my card?,activate_my_card,53,12
Can I set the account to auto top-up?,automatic_top_up,37,8
Can this app exchange American and English currency?,exchange_via_app,52,8
What do I do to Top up my card?,topping_up_by_card,31,9
Why isn't a refund showing on my statement?,Refund_not_showing_up,43,8
What country's money can I hold currency in?,fiat_currency_support,44,8
I noticed that i got charged extra for using the card.,card_payment_fee_charged,54,11
There's a cash withdrawal I didn't make,cash_withdrawal_not_recognised,39,7
It can take between 10 minutes to an hour before you hear back from us about the verification result. Please try again if your verification fails. Make sure you double check that images are clear and all document photos are readable without blur or glare. You have to be 18 or older and live in the European Economic area or live in Switzerland to be able to open an account.,unable_to_verify_identity,375,70
In what increments can I top-up my card?,automatic_top_up,40,8
"When I got cash, my exchange rate was off.",wrong_exchange_rate_for_cash_withdrawal,42,9
I don't have a password.,passcode_forgotten,24,5
Let me check what I can do for you.,neutral,35,9
What factors effect the exchange rate?,exchange_rate,38,6
"I got my American Express in Apple Pay, why is top up not working on my device?",apple_pay_or_google_pay,79,17
Why hasn't my account updated?,balance_not_updated_after_cheque_or_cash_deposit,30,5
When I got cash the exchange rate was wrong,wrong_exchange_rate_for_cash_withdrawal,43,9
Why was I charged extra on my app?,extra_charge_on_statement,34,8
"I have not received my card and it's been a week, what do I do?",card_arrival,63,15
I paid with my card and I was charged a fee,card_payment_fee_charged,43,11
What is the $1 transaction on my account?,extra_charge_on_statement,41,8
What forms of ID do you need for identity verification?,verify_my_identity,55,10
My card stopped working after multiple transactions. Why?,card_not_working,57,8
I need my card as quick as possible,card_delivery_estimate,35,8
Why is the exchange rate so high? This should have been a much higher amount of cash for that to apply.,wrong_exchange_rate_for_cash_withdrawal,103,21
I wish to remove my account.,terminate_account,28,6
I have kids and I'm curious at what age could they start to use your service.,age_limit,77,16
Do I have a card PIN?,get_physical_card,21,6
"I can't get my card out of the ATM, what should I do now?",card_swallowed,57,14
I will do my best to resolve this.,neutral,34,8
"Do I need to select a preference to receive my salary payments in GBP and, if so, where?",receiving_money,88,18
The recipient can not locate funds.,transfer_not_received_by_recipient,35,6
Why is there an additional fee showing on the statement I received?,extra_charge_on_statement,67,12
Problem verifying my account,unable_to_verify_identity,28,4
Why do I get declined when I try to withdraw cash?,declined_cash_withdrawal,50,11
My card is about to expire. How do I get a new card?,card_about_to_expire,52,13
What are age requirements for opening an account?,age_limit,49,8
There is a cash withdrawl I don't remember.,cash_withdrawal_not_recognised,43,8
How can I find out about an extra fee on my statement?,extra_charge_on_statement,54,12
Why was there a fee for paying by card?,card_payment_fee_charged,39,9
I see a duplicate payment.,transaction_charged_twice,26,5
Yesterday my phone was stolen from me :( What do i need to do about it?,lost_or_stolen_phone,71,16
"I've just made a money transfer to the wrong account, I need to stop the money from being moved as it may be going to someone I don't know. Please can you help?",cancel_transfer,160,33
Last week I put a cash deposit into my account and it is still isn't there.,balance_not_updated_after_cheque_or_cash_deposit,75,16
I am seeing in the App a diret debit that its not mine,direct_debit_payment_not_recognised,54,13
Can you help me find the virtual card?,getting_virtual_card,38,8
I just got my card and cannot get it to work.,activate_my_card,45,11
Is it possible to obtain both a Visa and a Mastercard from you?,visa_or_mastercard,63,13
The payment on my card shows as pending.,pending_card_payment,40,8
My wallet doesn't show my recent top up.,topping_up_by_card,40,8
How can my friend give me money?,receiving_money,32,7
Why do we need to verify top-up?,verify_top_up,32,7
My transfer failed,failed_transfer,18,3
How do I get a virtual card on my device?,getting_virtual_card,41,10
Is there something wrong with my ATM Card? Tried using it earlier and it did not work.,declined_cash_withdrawal,86,17
I need to close my account as soon as possible.,terminate_account,47,10
Which countries are you in?,country_support,27,5
Can I use my card while on vacation overseas?,card_acceptance,45,9
I need to urgently transfer something from China. How long will it approximately take?,transfer_timing,86,14
"While abroad I got cash, and a wrong exchange rate was applied.",wrong_exchange_rate_for_cash_withdrawal,63,12
I'd like to know how transferring my money into my account works.,transfer_into_account,65,12
